Last_Name/Organization_Name/Title,First_Names/Author,Occupation_or_description,Race,Start_Date,End_Date,Boston_State_Date,Boston_End_Date,Type,Action,Start_Year_for_Location,End_Year_for_Location,Lat,Long,Original_Street_Address,Records_(semi-colon_separated),Digital_Assets_(semi-colon_separated),iiif_manifests_(semi-colon_separated),HAD_Links,Source_(semi-colon_separated),linked_data,Other_Repositories,Notes,Search_in_HOLLIS_Link,Presentation_Text,Layer
Howard,Peter,"hairdr. and music, ",Black,,,,,Person,worked,,1836,42.361,-71.06677,82-Camb,,,,,"Stimpson's Boston Directory, 1836",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,,"Peter Howard worked here in 1836. Notes: Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Howard,Peter,"hairdr. and music, ",Black,,,,,Person,lived,,1836,42.36394,-71.06573,house 18 Poplar,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on 32 Poplar Street being at the intersection with Kennard Ave,,"Peter Howard lived here in 1836. Notes: Estimated based on 32 Poplar Street being at the intersection with Kennard Ave. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Howe,Louis,,Black,,,,,Person,lived,,1836,42.36479,-71.06689,house 28 Spring,,,,,"Stimpson's Boston Directory, 1836",,,,,"Louis Howe lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Ives,John,mariner,Black,,,,,Person,lived,,1836,42.36105,-71.06646,house 1 Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Ives lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jackson,Amos S.,,Black,,,,,Person,lived,,1836,42.36236,-71.06624,house rear 3 Vine,,,,,"Stimpson's Boston Directory, 1836",,,,,"Amos S. Jackson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jaspar,Samuel,waiter,Black,,,,,Person,lived,,1836,42.36097,-71.07,house 1 George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"Samuel Jaspar lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jenkins,Lewis,,Black,,,,,Person,lived,,1836,42.35971,-71.06702,house rear 17 May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Lewis Jenkins lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jinnings,William S.,clothes dealer,Black,,,,,Person,lived,,1836,42.3555,-71.05828,Franklin avenue,,,,,"Stimpson's Boston Directory, 1836",,,,,"William S. Jinnings lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jinnings,Thomas,clothing,Black,,,,,Person,lived,,1836,42.36164,-71.05718,57 Union,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Jinnings lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,William,,Black,,,,,Person,lived,,1836,42.36054,-71.06536,house rear 17 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"William Johnson lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,Lewis,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now,,"Lewis Johnson lived here in 1836. Notes: Belknap Street is where Joy Street is now. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,Rob.,"clothes clean, ",Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now,,"Rob. Johnson lived here in 1836. Notes: Belknap Street is where Joy Street is now. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,Rob.,"clothes clean, ",Black,,,,,Person,worked,,1836,42.35972,-71.05947,"store, 5 Brattle",,,,,"Stimpson's Boston Directory, 1836",,,,,"Rob. Johnson worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,Thomas,mariner,Black,,,,,Person,lived,,1836,42.36706,-71.05431,Charter,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Johnson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,Lewis,hairdresser,Black,,,,,Person,worked,,1836,42.35747,-71.05137,62 India wharf,,,,,"Stimpson's Boston Directory, 1836",,,,,"Lewis Johnson worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Johnson,William,mariner,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"William Johnson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jones,Arthur,barber,Black,,,,,Person,worked,,1836,42.36264,-71.05451,154 1-2 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Arthur Jones worked here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Jones,Arthur,barber,Black,,,,,Person,lived,,1836,42.363226,-71.052983,house Langdon place,,,,,"Stimpson's Boston Directory, 1836",,,,,"Arthur Jones lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Junier,William,waiter,Black,,,,,Person,lived,,1836,42.36105,-71.06646,house 1 Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"William Junier lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Kendall,William B.,,Black,,,,,Person,lived,,1836,42.36024,-71.06515,house 27 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"William B. Kendall lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lamnos,Margaret,widow,Black,,,,,Person,lived,,1836,42.36046,-71.06515,house 21 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Margaret Lamnos lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lawson,Edward,laborer,Black,,,,,Person,lived,,1836,42.35229,-71.06061,Peck lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Edward Lawson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Le,Vonn Anna,washwoman,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Vonn Anna Le lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Leonard,John,waiter,Black,,,,,Person,lived,,1836,42.3613,-71.06806,rear 6 Bridge,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Leonard lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,William,hairdresser,Black,,,,,Person,lived,,1836,42.36358,-71.05216,203 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"William Lewis lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,Uriel,,Black,,,,,Person,lived,,1836,42.36026,-71.06526,house rear 29 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Uriel Lewis lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,Joel W.,blacksmith,Black,,,,,Person,worked,,1836,42.36101,-71.0662,70 Cambridge,,,,,"Stimpson's Boston Directory, 1836",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,,"Joel W. Lewis worked here in 1836. Notes: Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,Joel W.,blacksmith,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"Joel W. Lewis lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,Andress V.,barber,Black,,,,,Person,lived,,1836,42.36041,-71.06127,Howard,,,,,"Stimpson's Boston Directory, 1836",,,,,"Andress V. Lewis lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,A. J.,hairdresser,Black,,,,,Person,lived,,1836,42.35882,-71.05458,13 Sea,,,,,"Stimpson's Boston Directory, 1836",,,,,"A. J. Lewis lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Lewis,C. I.,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"C. I. Lewis lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Marshall,John,,Black,,,,,Person,lived,,1836,42.36259,-71.05453,rear 152 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"John Marshall lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Martin,Luther,,Black,,,,,Person,lived,,1836,42.3637,-71.05345,16 North square,,,,,"Stimpson's Boston Directory, 1836",,,,,"Luther Martin lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Mattrass,Ezekiel,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"Ezekiel Mattrass lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Mills,Jane,,Black,,,,,Person,lived,,1836,42.36323,-71.05384,"boarding house, head Ellis's wharf",,,,,"Stimpson's Boston Directory, 1836",,,Opens at 183 Ann Street according to Directory ,,"Jane Mills lived here in 1836. Notes: Opens at 183 Ann Street according to Directory . Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Moody,Matilda,,Black,,,,,Person,lived,,1836,42.35229,-71.06061,Peck lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Matilda Moody lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Nash,Oliver,barber,Black,,,,,Person,worked,,1836,42.36019,-71.05967,9 Hanover,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on the location of 29 Hanover Street at intersection with Elm St.,,"Oliver Nash worked here in 1836. Notes: Estimated based on the location of 29 Hanover Street at intersection with Elm St.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Nash,Oliver,barber,Black,,,,,Person,lived,,1836,42.35955,-71.0686,house May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Oliver Nash lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Nell,William G.,tailor,Black,,,,,Person,worked,,1836,42.36017,-71.05856,Brattle square,,,,,Grover and da Silva,,,,,William G. Nell worked here in 1836. Source: Grover and da Silva,"Stimpson's Boston Directory, 1836"
Nell,William G.,tailor,Black,,,,,Person,lived,,1836,42.36162,-71.06819,house rear Bridge,,,,,"Stimpson's Boston Directory, 1836",,,,,"William G. Nell lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Nibbs,William,,Black,,,,,Person,lived,,1836,42.36092,-71.06999,house 3 George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"William Nibbs lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Nichols,Henry,laborer,Black,,,,,Person,lived,,1836,42.36092,-71.06999,house 3 George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"Henry Nichols lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Osborn,John,hairdresser,Black,,,,,Person,lived,,1836,42.36677,-71.05279,258 Hanover,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on the location of 230 Hanover Street at intersection with Charter St.,,"John Osborn lived here in 1836. Notes: Estimated based on the location of 230 Hanover Street at intersection with Charter St.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Page,Sampson,house,Black,,,,,Person,lived,,1836,42.35911,-71.06502,4 Holden place,,,,,"Stimpson's Boston Directory, 1836",,,Opens at 21 and 23 Belknap St according to Directory,,"Sampson Page lived here in 1836. Notes: Opens at 21 and 23 Belknap St according to Directory. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Patterson,Pierce,laborer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Pierce Patterson lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Paul,Catharine,"widow of Thomas, ",Black,,,,,Person,lived,,1836,42.36088,-71.07008,6 George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"Catharine Paul lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Payne,Timothy,laborer,Black,,,,,Person,lived,,1836,42.34182,-71.06733,South May,,,,,"Stimpson's Boston Directory, 1836",,,South May Street is now Savoy Street,,"Timothy Payne lived here in 1836. Notes: South May Street is now Savoy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Pero,John B.,hairdresser,Black,,,,,Person,lived,,1836,42.3604,-71.06505,house 22 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"John B. Pero lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Pero,John B.,hairdresser,Black,,,,,Person,worked,,1836,42.36011,-71.05742,rear 1 Dock sq,,,,,"Stimpson's Boston Directory, 1836",,,,,"John B. Pero worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Pitts,Coffin,clothes,Black,,,,,Person,worked,,1836,42.35981,-71.05862,28 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"Coffin Pitts worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Potter,Anthony,,Black,,,,,Person,lived,,1836,42.35937,-71.05725,Wilson's lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Anthony Potter lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Putnam,George,hairdresser,Black,,,,,Person,lived,,1836,42.36057,-71.06505,house 16 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"George Putnam lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Putnam,George,hairdresser,Black,,,,,Person,worked,,1836,42.35641,-71.05968,2 Bromfield,,,,,"Stimpson's Boston Directory, 1836",,,,,"George Putnam worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Redding,William,,Black,,,,,Person,lived,,1836,42.36036,-71.06638,house Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"William Redding lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Redding,Charles,,Black,,,,,Person,lived,,1836,42.35972,-71.06815,house rear May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Charles Redding lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Revinason,Ann Mary,,Black,,,,,Person,lived,,1836,42.36259,-71.05453,house rear 152 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Ann Mary Revinason lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Reynolds,Andrew E.,cigar maker,Black,,,,,Person,lived,,1836,42.36479,-71.05326,2 Fleet,,,,,"Stimpson's Boston Directory, 1836",,,,,"Andrew E. Reynolds lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Rider,John,,Black,,,,,Person,lived,,1836,42.33955,-71.07225,rear 732 Washington,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on 720 Washington Street being at the intersection with Dedham Street.,,"John Rider lived here in 1836. Notes: Estimated based on 720 Washington Street being at the intersection with Dedham Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Riley,William,clothes dealer,Black,,,,,Person,worked,,1836,42.35979,-71.05883,22 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"William Riley worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Riley,William,clothes dealer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"William Riley lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Roberts,Chas. H.,clothes cleaner,Black,,,,,Person,worked,,1836,42.35503,-71.05632,36 Federal,,,,,"Stimpson's Boston Directory, 1836",,,,,"Chas. H. Roberts worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Roberts,Chas. H.,clothes cleaner,Black,,,,,Person,lived,,1836,42.36005,-71.06562,house May ct.,,,,,"Stimpson's Boston Directory, 1836",,,May Court is now Smith Court,,"Chas. H. Roberts lived here in 1836. Notes: May Court is now Smith Court. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Roberts,Ralph,laborer,Black,,,,,Person,lived,,1836,42.36587,-71.05376,house Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Ralph Roberts lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Roberts,B. F.,cordwainer,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"B. F. Roberts lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Roberts,Robert,,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"Robert Roberts lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Robinson,John,clothes,Black,,,,,Person,worked,,1836,42.35978,-71.05803,42 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Robinson worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Robinson,John,clothes,Black,,,,,Person,lived,,1836,42.36028,-71.07004,house George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"John Robinson lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Rogers,John,clothes,Black,,,,,Person,worked,,1836,42.35966,-71.05912,14 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Rogers worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Rogers,John,clothes,Black,,,,,Person,lived,,1836,42.36471,-71.06755, house rear 29 Poplar,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on 32 Poplar Street being at the intersection with Kennard Ave,,"John Rogers lived here in 1836. Notes: Estimated based on 32 Poplar Street being at the intersection with Kennard Ave. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Rowe,Charlotte,widow,Black,,,,,Person,lived,,1836,42.36549,-71.06706,house 10 Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"Charlotte Rowe lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Sampson,Philip,,Black,,,,,Person,lived,,1836,42.34057,-71.07138,719 Washington,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on 720 Washington Street being at the intersection with Dedham Street.,,"Philip Sampson lived here in 1836. Notes: Estimated based on 720 Washington Street being at the intersection with Dedham Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Saunders,Joseph,,Black,,,,,Person,lived,,1836,42.36036,-71.06638,house Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"Joseph Saunders lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Scarlett,John E.,shop,Black,,,,,Person,worked,,1836,42.35977,-71.0581,40 Brattle,,,,,"Stimpson's Boston Directory, 1836",,,,,"John E. Scarlett worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Scarlett,John E.,shop,Black,,,,,Person,lived,,1836,42.34189,-71.06767,house 9 South May,,,,,"Stimpson's Boston Directory, 1836",,,South May Street is now Savoy Street,,"John E. Scarlett lived here in 1836. Notes: South May Street is now Savoy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Schuyler,Samuel F.,hairdres.,Black,,,,,Person,lived,,1836,42.3655,-71.05179,house 312 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"Samuel F. Schuyler lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Schuyler,Samuel F.,hairdres.,Black,,,,,Person,worked,,1836,42.35506,-71.051,head Arch wf. ,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel F. Schuyler worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Silver,John D.,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"John D. Silver lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Silver,Joseph A.,mariner,Black,,,,,Person,lived,,1836,42.3422,-71.06776,704 Washington,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based South May opening at 706 Washington Street,,"Joseph A. Silver lived here in 1836. Notes: Estimated based South May opening at 706 Washington Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Simpson,Violet,,Black,,,,,Person,lived,,1836,42.36596,-71.05373,Robinson alley,,,,,"Stimpson's Boston Directory, 1836",,,,,"Violet Simpson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Smith,Peter,clothing,Black,,,,,Person,lived,,1836,42.361,-71.06677,82 Cambridge,,,,,"Stimpson's Boston Directory, 1836",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,,"Peter Smith lived here in 1836. Notes: Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Smith,Lewis,grain measurer,Black,,,,,Person,lived,,1836,42.35955,-71.0686,May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"Lewis Smith lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Smith,John,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house West Centre,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Smith lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Snowden,Samuel,preacher,Black,,,,,Person,lived,,1836,42.36091,-71.06518,5 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Samuel Snowden lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
St. Pierre,John,,Black,,,,,Person,lived,,1836,42.35972,-71.06815,house rear May,,,,,"Stimpson's Boston Directory, 1836",,,May Street is now Revere Street,,"John St. Pierre lived here in 1836. Notes: May Street is now Revere Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Standin,Francis,,Black,,,,,Person,lived,,1836,42.36066,-71.06788,house 13 West Second,,,,,"Stimpson's Boston Directory, 1836",,,,,"Francis Standin lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Steward,Linea,doctress,Black,,,,,Person,lived,,1836,42.36019,-71.06597,house rear South Russell,,,,,"Stimpson's Boston Directory, 1836",,,,,"Linea Steward lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
Stockbridge,Adam,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Adam Stockbridge lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836"
